,ResponseID,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30
580,R_4GcnVE5AIcNICuV,4,5,4,5,3,3,3,4,4,4,3,3,5,3,3,5,3,4,3,3,5,4,3,4,4,4,5,3,3,3,3
582,R_4NJvQYT0RTRCSsB,4,5,5,3,5,3,2,5,5,4,5,5,2,5,5,4,4,4,5,4,4,5,4,4,3,5,5,5,4,4,4
583,R_4NJvQYT0RTRCSsB,8,5,5,3,5,3,2,5,5,4,5,5,2,5,5,4,5,4,5,4,4,5,4,4,3,5,5,5,4,5,4
584,R_4SdYelaB5AfIE3r,4,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,4,5,2,5,4,4,3,3,2,3,5,1,3,3,2
585,R_4SdYelaB5AfIE3r,8,1,4,5,5,5,3,3,3,3,3,3,3,3,3,3,4,2,5,2,4,5,3,5,2,4,5,1,5,3,5
586,R_4SfhFWwKirhUtql,4,3,5,5,5,5,4,3,3,5,4,5,3,4,3,5,4,4,5,4,4,5,3,5,5,5,3,3,3,3,3
587,R_4SfhFWwKirhUtql,8,3,5,5,5,5,4,3,3,5,4,5,3,4,3,5,5,4,4,4,5,5,3,5,5,5,3,3,3,3,3
588,R_4SipkYxxZ3ZNBoV,4,5,5,5,5,5,3,4,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,4,5,5,5,5,2,5
591,R_4UvS7TBsHBkdLY9,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,4,3,3,4,4,5,4,3
593,R_4YkJ5NJLgmiV4xv,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,4,3,3,4,4,4,3,3,4,3
595,R_50CsCx4t0eyL6UR,4,5,5,4,4,3,5,3,3,4,3,4,5,3,3,4,4,4,3,4,4,5,3,5,4,5,5,3,3,3,3
596,R_51nE5g7cCaJCzEF,4,4,3,5,4,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
597,R_51nE5g7cCaJCzEF,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
598,R_553TNKs893P7w3P,4,5,4,5,4,4,4,4,4,5,5,5,4,5,3,5,4,5,4,5,5,5,5,4,5,4,5,5,5,4,5
600,R_555JxSHLcdtwo0R,4,4,2,4,4,4,3,2,3,3,4,2,4,2,2,5,1,3,3,3,3,3,2,1,1,2,3,3,3,2,3
601,R_555JxSHLcdtwo0R,8,4,4,4,4,4,3,4,4,4,1,4,5,4,4,5,2,4,4,4,3,5,4,5,5,4,4,3,4,4,4
602,R_5atqe0FToCXkGUZ,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3
603,R_5atqe0FToCXkGUZ,6,3,3,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3
604,R_5AvtET6ayiESps9,4,1,1,1,1,3,2,1,2,1,3,1,1,2,2,3,1,1,2,3,2,3,3,1,3,3,1,1,1,1,3
606,R_5bgURw6LuylCZLf,4,3,5,5,5,5,4,3,1,5,4,5,3,4,5,4,5,4,5,5,4,5,4,5,4,5,5,3,5,5,4
608,R_5mZ2IYVxFcmsgCh,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4
609,R_5mZ2IYVxFcmsgCh,8,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4
611,R_5p9SOz1I4wZkNq5,6,4,5,5,5,4,5,3,3,5,5,4,3,4,3,5,5,4,5,5,4,5,5,5,5,5,5,3,4,4,5
612,R_5pCl80ErENr7i0B,4,5,5,5,5,5,2,4,4,5,4,4,5,5,3,5,5,5,4,5,4,5,4,5,5,5,5,4,4,2,3
615,R_5szJSBWthPXVa7z,4,5,5,5,4,4,5,4,5,5,4,4,5,4,3,4,5,5,3,5,5,5,4,5,4,5,5,3,4,2,5
617,R_5vBi44Rsy5AWGu9,4,5,4,5,3,3,4,2,3,3,4,4,2,3,3,5,3,3,5,5,4,4,3,4,3,4,4,2,4,3,3
618,R_5yuZCISA2NwcIn3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
622,R_6FHaUAfmwpNrJqJ,8,2,3,5,4,4,4,3,3,3,4,5,2,4,3,5,4,4,4,4,5,5,2,5,2,4,5,3,3,4,4
623,R_6FHaUAfmwpNrJqJ,4,4,3,4,5,4,4,3,5,3,4,5,5,4,3,4,3,4,5,4,4,4,2,3,2,4,4,3,3,2,4
624,R_6J98wZeMELEzTsp,1,1,5,5,5,4,5,3,1,4,4,5,2,4,2,5,5,3,3,4,5,5,4,5,4,5,5,3,5,4,3
625,R_6J98wZeMELEzTsp,4,5,5,4,4,3,5,3,4,4,4,3,5,4,2,4,3,4,3,5,4,4,4,4,4,5,4,3,5,4,3
627,R_6KdZH2OaQNzlsa1,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,3,4,5,5,4,5,4,5,5,5,5,4,3,4,4
629,R_6Kj0CDHId7EioU5,4,4,4,4,3,3,4,4,4,4,4,2,4,4,3,3,4,3,3,4,3,2,4,3,4,3,4,3,4,2,3
630,R_6ncMyXedtycu97v,4,4,4,3,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,5,2
632,R_6nF7Ib19G9OGD89,4,3,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
634,R_6PFmFyFdGmoCw97,1,3,5,5,4,5,3,5,1,4,4,5,2,3,3,5,5,5,5,5,5,5,3,5,5,4,5,4,3,3,5
635,R_6PFmFyFdGmoCw97,4,3,5,4,4,4,5,4,5,4,3,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,3,3,3,5
637,R_6rgPFv4LawsKSBD,6,2,5,2,4,3,5,3,4,3,4,4,2,4,3,2,5,5,4,3,4,5,3,4,4,4,5,2,4,1,2
638,R_6RIfCGuuv5iCXOJ,4,4,5,5,5,4,5,4,5,5,5,5,4,4,3,4,5,5,5,5,5,5,3,5,4,5,5,3,4,4,4
639,R_6RIfCGuuv5iCXOJ,8,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,3,5,5,5,4,3,4,4,4
640,R_6rkicTusfGqCfJP,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4
642,R_6rM7y6EdLG7HcsR,4,3,5,5,4,4,5,3,4,5,5,3,1,3,2,4,4,5,4,5,5,5,5,5,5,5,4,2,3,2,4
644,R_6rnVHoxXEJfRPdH,1,3,5,5,5,5,5,1,3,5,5,5,3,2,3,5,5,5,4,5,5,5,3,5,1,5,5,1,3,3,4
646,R_6tZFe2SDsodTyK1,4,5,5,5,5,3,4,3,5,3,3,5,4,3,3,5,5,4,4,4,5,5,3,4,3,3,5,3,3,3,3
648,R_6VWLAVr7tHuKRnf,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
650,R_6Y8uiH6ihe2UzR3,4,3,4,3,3,4,3,3,4,3,4,3,4,3,3,3,4,4,4,5,3,4,3,4,3,4,5,3,3,3,3
651,R_6Y8uiH6ihe2UzR3,6,4,4,4,3,4,5,3,3,3,4,3,2,3,3,3,3,3,4,4,4,5,3,3,3,5,5,3,3,3,3
652,R_6YvTuDgPOIEQqix,1,3,3,3,3,2,2,3,3,3,4,3,3,4,2,3,3,3,3,3,3,2,2,2,2,3,5,3,4,3,4
654,R_73eVoudBenrbn5X,4,5,5,4,4,5,4,3,4,4,4,4,4,4,3,5,4,4,4,5,4,4,5,4,4,4,5,4,4,2,3
656,R_73qcBXOrmvnYS33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3
658,R_73QTLJJmar73Sgl,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,4,4,4,4,4,4,3,4,3,4,5,3,4,3,3
659,R_73QTLJJmar73Sgl,6,4,4,4,4,4,4,4,2,4,4,3,2,4,3,3,4,4,4,4,4,4,3,4,3,4,5,3,4,3,3
660,R_77cX3M1UbK46DU9,4,4,2,4,3,4,2,3,2,3,4,3,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,3,3,2,4
662,R_77kXPY6AeZflTy5,4,4,4,4,4,2,3,3,4,4,4,4,5,3,3,4,5,3,3,3,5,4,4,4,3,4,4,3,3,3,3
663,R_77kXPY6AeZflTy5,8,4,5,5,4,5,3,3,3,5,5,5,3,5,3,5,5,3,3,3,5,4,5,4,5,5,5,3,4,3,5
665,R_77zH13i8g0WG7o9,8,1,4,5,5,3,3,2,3,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4
666,R_78oVs00huX3SELz,4,5,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,5,3,5,5,3,4,4,4,5,4,3,3,4
668,R_7aH2D9OwLU0HG4Z,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3
670,R_7OHJsujYB9EnNrf,4,3,4,4,3,4,5,3,4,4,5,3,3,3,3,4,4,4,3,5,5,4,5,5,4,4,4,4,5,3,4
671,R_7OHJsujYB9EnNrf,6,3,4,4,3,4,5,3,5,4,4,3,3,3,3,4,4,4,3,5,5,4,4,5,4,4,4,5,4,3,4
672,R_7OtEJhS7q3fmehf,6,2,3,1,3,3,5,4,2,2,4,3,1,5,3,3,5,4,5,4,2,5,3,3,1,5,5,5,5,3,3
673,R_7OtEJhS7q3fmehf,8,2,5,5,5,5,5,4,2,5,5,3,1,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
675,R_7PQA1TNCYdVOhaR,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,3
678,R_7TFkJgXWYZ5dtHv,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
684,R_821VmU1ZIXAkUYt,4,5,4,4,4,5,4,3,4,4,4,4,4,3,2,4,3,4,4,5,5,4,4,5,5,5,4,3,4,5,3
685,R_821VmU1ZIXAkUYt,6,3,3,3,3,3,3,3,1,3,3,3,4,4,2,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3
686,R_82JHbWxc345s3eB,4,5,5,5,5,5,5,4,4,5,5,5,4,3,3,5,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3
688,R_86C4axZxvfF03SR,4,4,4,4,4,4,5,4,5,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,3
691,R_86T4OBnOhyWVUTX,4,2,3,3,4,3,5,2,5,3,5,3,1,3,3,3,4,4,5,3,5,4,2,3,5,5,3,1,4,2,3
692,R_87ilyU2Hc4vkL9b,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
695,R_88lz47WaCHEVhSl,4,4,4,5,5,2,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3
696,R_8AkrRNH0kBvhXY9,4,5,4,5,3,4,3,3,5,4,4,5,5,3,3,4,4,5,3,5,5,5,3,5,4,5,5,3,3,3,5
699,R_8bRQ02JXpT4rkjj,4,5,4,4,3,4,3,3,5,4,4,4,5,4,3,4,4,5,4,5,4,4,3,5,3,4,4,2,3,1,5
700,R_8CDK1TD98OX0sIZ,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
702,R_8DlPyIcA8FOxBnD,4,5,5,5,5,5,5,3,5,5,4,3,4,4,3,5,5,5,4,5,5,5,3,5,4,4,5,3,3,2,3
704,R_8Dom77ubVJEAaeV,4,4,4,4,4,4,2,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4
706,R_8e4kk6XQ9qyrNC5,4,5,5,5,5,4,3,3,5,3,5,4,5,4,2,4,4,5,4,5,5,5,3,4,5,5,5,3,3,1,5
707,R_8e4kk6XQ9qyrNC5,8,1,5,5,5,4,5,3,2,5,3,5,2,5,4,5,5,3,4,4,5,5,3,5,5,5,5,3,4,5,4
708,R_8eur1hZxqonxISp,4,5,5,5,5,5,4,4,5,4,5,4,3,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4,5,5,5
711,R_8HCZZ1zr3OXBvKt,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
712,R_8HefEGPfAY4KcCh,4,4,4,4,4,4,5,3,5,4,4,3,4,3,3,4,5,4,5,4,5,4,4,3,4,4,5,4,5,3,4
716,R_8iCuIlrJQOC38Q5,4,4,5,5,4,4,5,5,4,4,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5
717,R_8iCuIlrJQOC38Q5,8,5,5,4,5,4,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,5,4
718,R_8oE6UbxkzweYxZX,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3,4
720,R_8oF7rWPnNnswtpz,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
721,R_8oF7rWPnNnswtpz,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
722,R_8owSeypHSBP87sh,4,5,4,5,4,4,5,3,5,3,3,2,5,3,3,4,2,4,4,5,4,5,3,3,2,5,5,3,3,2,4
724,R_8qvo3gOaGPrakLj,4,5,5,5,5,5,5,4,4,5,4,4,5,4,3,5,4,5,4,5,5,5,3,5,5,4,5,3,4,3,4
728,R_8wsTfNvQckyZKo5,4,4,3,3,3,3,1,3,2,3,4,4,4,5,3,4,1,4,2,2,3,4,4,4,3,4,4,3,3,3,1
729,R_8wsTfNvQckyZKo5,8,1,5,5,3,5,3,3,2,4,5,5,3,4,3,5,5,4,3,5,5,5,5,5,5,5,5,3,5,3,5
731,R_9AFZ6XRPo9hTXrn,8,2,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
732,R_9AkbWFw4XEh1VU9,4,5,5,5,5,5,4,2,5,5,5,5,5,5,1,5,5,5,4,5,5,5,2,5,5,5,5,2,5,1,5
733,R_9AkbWFw4XEh1VU9,8,1,5,5,5,5,2,3,1,5,4,5,1,3,3,5,5,5,3,2,5,5,4,5,2,4,5,3,5,4,4
734,R_9B8f6PlN0CakQjr,4,5,4,4,4,3,2,3,4,3,4,4,3,4,3,3,4,4,4,4,4,5,3,4,4,4,5,3,4,3,3
735,R_9B8f6PlN0CakQjr,6,5,4,4,4,3,2,3,2,3,4,4,3,3,3,3,4,4,3,4,4,5,3,5,4,4,5,3,4,3,3
736,R_9FARX357ivDHUBT,4,5,5,2,2,5,3,2,3,2,3,1,2,1,1,1,3,3,3,2,3,1,1,1,1,2,3,1,2,1,1
737,R_9FARX357ivDHUBT,8,1,2,2,4,2,2,2,1,2,3,2,1,1,1,2,2,1,3,2,3,1,1,1,1,1,2,1,2,1,1
738,R_9M5cIwCq5lJDB65,4,5,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,5,4,4,3,4,3,3,3,3,4,4,3,3,3
739,R_9M5cIwCq5lJDB65,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,5,3,3,3,3
740,R_9MLpINpTXlMXBop,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3,4,5,5,4,4,5,4,4,3,3,3,3
743,R_9NTOWheRS01NulL,4,4,5,4,5,4,4,3,4,3,3,3,4,5,3,4,4,4,3,5,4,4,2,4,4,4,4,3,4,1,3
745,R_9nwW8PwXX2j31d3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3
747,R_9typ7FMZqofAKIl,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
748,R_9U0GYWiod4wjp2Z,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
751,R_9ukwXEDmdlzkOq1,4,1,3,5,4,4,4,3,1,4,4,4,4,2,2,3,4,3,4,3,4,5,4,4,2,3,5,2,4,4,3
752,R_9ulGy5Av6AlNDdX,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5
753,R_9ulGy5Av6AlNDdX,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
755,R_9vFX6F7ugjPSxzD,4,5,4,5,5,5,4,4,5,5,3,5,5,4,1,5,5,5,4,5,5,5,2,5,3,5,5,2,4,3,5
756,R_9XIn3SHyjdY0fBP,4,4,4,4,4,4,5,5,5,5,5,4,3,4,3,4,3,4,4,5,4,5,4,5,4,4,4,4,4,4,4
759,R_9ZUGd2sAwsfcEiV,4,5,5,5,5,5,3,3,5,5,5,4,5,5,3,5,3,3,5,5,5,5,2,5,3,5,5,3,4,1,5
761,R_9ZYSlR3IbFv6w9T,4,5,5,3,3,3,5,3,5,3,3,3,5,5,3,3,5,5,5,5,5,5,3,5,2,5,5,3,3,3,3
765,R_acafWwgxDj1DJk1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
766,R_afbVtAb3fz0rhch,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
768,R_agyOBlRk2wUJRfT,4,5,5,5,4,4,5,4,5,5,4,5,4,5,2,5,5,5,4,5,5,5,3,5,3,5,5,4,5,3,3
770,R_aVJNvzbFdix6h6J,6,5,4,5,4,4,4,3,3,4,4,4,2,3,3,4,4,4,4,4,5,5,4,5,5,5,4,4,4,3,4
772,R_aW6WTSLZ2PiujOd,4,3,3,4,4,3,3,3,4,4,4,4,2,3,2,4,2,4,4,4,3,4,3,2,3,5,5,3,4,3,2
774,R_b1S1bLH1oWzPMUt,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
775,R_b1S1bLH1oWzPMUt,6,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
776,R_b2Bj6PSM8t208jb,4,5,4,4,3,4,4,4,3,4,4,3,4,4,3,2,3,4,4,5,4,4,4,2,4,4,4,3,4,3,4
777,R_b2Bj6PSM8t208jb,8,2,5,5,4,4,2,2,3,4,3,5,2,4,3,5,5,3,2,2,5,5,3,5,3,3,5,3,3,4,2
779,R_b3dHEq8yXHOLjJb,4,5,5,5,5,5,4,3,5,4,3,3,5,5,3,5,4,5,4,5,5,5,3,5,5,4,5,3,3,2,3
780,R_b8YT2ZJ7gpWVb3D,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4
784,R_bC2ZHj6ajh9iHVH,6,2,3,4,4,4,4,3,2,4,4,3,2,3,3,4,3,2,4,4,3,4,3,5,4,4,4,3,4,3,3
785,R_bC2ZHj6ajh9iHVH,4,4,3,4,4,4,4,3,4,4,3,3,2,3,3,4,3,2,4,4,3,4,2,4,4,4,4,3,4,3,3
787,R_bCoKwpvycztyGWN,4,5,5,4,4,4,5,3,4,5,5,4,4,5,4,5,5,5,4,5,5,5,4,4,4,5,5,3,4,4,5
789,R_bCRAAqvHcVq50a1,4,4,5,4,4,3,5,5,5,5,5,4,4,4,3,4,5,5,3,5,5,5,3,4,3,4,5,3,5,3,2
790,R_beXapm3l0cDNtAN,4,4,4,4,4,4,5,2,5,4,4,4,4,5,3,4,4,3,3,4,4,4,3,4,3,4,4,2,2,4,3
792,R_bfrtfQ3aRNQvyhT,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
794,R_bfwjuhfrA9hxcQl,1,3,5,5,5,5,3,4,3,4,5,5,2,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,4,5
795,R_bfwjuhfrA9hxcQl,4,4,5,4,4,5,3,4,3,4,5,5,4,4,4,5,3,5,5,5,5,5,4,4,5,5,5,3,4,4,5
796,R_bHq3ltRne1i2oAZ,4,5,5,5,5,4,5,3,3,4,4,4,5,4,3,5,4,4,5,3,4,5,3,4,5,4,5,2,4,3,4
798,R_bI8CoR1HYFD1pcN,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
799,R_bI8CoR1HYFD1pcN,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
800,R_bIyZxMhl1DZBs1f,4,3,5,4,4,5,3,4,4,4,5,5,3,5,5,5,4,4,4,5,4,5,4,5,5,5,4,3,4,3,5
805,R_bk20laIbDmTcxdb,4,4,3,4,4,4,3,4,2,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,4,3
806,R_bKiFapLmgAFpkjj,1,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,3
807,R_bKiFapLmgAFpkjj,4,5,5,5,5,5,3,3,2,5,5,4,3,5,4,5,4,5,5,5,5,5,4,5,1,4,5,3,4,5,3
809,R_bkLbV4X4gdt4bBj,4,4,5,5,5,5,5,3,4,5,4,5,4,5,2,5,5,4,4,5,5,5,3,5,5,5,5,3,5,5,5
810,R_bl5DYaka3vCHE33,4,5,5,5,5,5,4,4,4,4,4,4,2,4,1,4,5,5,5,5,5,4,4,4,4,4,5,3,3,3,3
811,R_bl5DYaka3vCHE33,6,5,5,5,5,5,4,4,4,4,4,4,2,3,1,4,5,5,5,5,5,4,4,4,4,4,5,3,3,3,3
814,R_bOCIE1ulQR6ejhb,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
816,R_bPf6lAc5aqeVEwd,8,2,3,4,4,4,3,3,4,4,4,4,3,2,2,3,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3
818,R_bqnJfNTwWQNTuyV,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5
820,R_bQTFiyWYtLbYPCl,1,1,5,5,5,5,4,3,2,5,4,5,3,3,3,5,5,5,5,4,4,5,3,5,4,5,5,3,4,2,3
821,R_bQTFiyWYtLbYPCl,4,4,4,4,4,4,5,3,4,4,4,5,5,3,3,5,4,5,5,4,4,5,3,5,4,5,5,3,4,2,3
825,R_brsZ2BXZS7wk4bb,8,3,5,5,5,3,5,3,3,4,5,5,3,3,3,5,5,3,5,3,4,5,3,3,4,5,5,3,3,3,3
826,R_bsAQ4cHf48rEVed,4,5,5,4,4,4,5,4,5,5,4,4,5,5,3,5,5,5,5,5,5,5,3,5,4,5,5,4,5,1,5
829,R_bsb3EmAYkKQCD1r,4,4,5,3,4,4,3,4,4,3,3,2,4,4,3,3,3,5,4,4,4,4,2,3,3,4,4,2,2,3,3
831,R_bxUEUyDuG0qteZf,4,3,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
832,R_cGQGOYLluc3W1KZ,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
834,R_cHEUUlAbYXaApOB,1,2,5,5,5,4,5,4,2,3,3,5,3,5,3,5,5,5,3,4,4,5,3,5,5,4,5,3,3,4,3
835,R_cHEUUlAbYXaApOB,4,5,4,4,4,3,3,3,4,3,3,4,3,5,3,4,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3
836,R_cIpLITGc3FPPwr3,8,3,5,5,5,5,3,1,3,5,5,5,3,4,3,5,5,5,4,5,5,5,4,5,3,5,5,3,5,3,5
838,R_cO2dS7ZH24amD9b,1,4,5,5,4,5,2,2,3,5,4,3,2,4,4,4,5,4,4,5,4,4,4,5,4,5,5,3,4,3,5
840,R_cSyOm09g5d1C1bn,4,5,5,4,4,4,5,3,5,3,4,3,3,3,3,4,3,4,5,4,5,5,3,4,4,4,4,3,3,3,4
843,R_cUaCEojJ289UtBb,8,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4
844,R_cuzrTutTlSXTjJr,4,4,4,2,2,2,4,4,4,2,4,3,4,3,2,3,3,3,2,4,3,4,2,4,4,4,4,4,4,2,5
846,R_cx248xRfB6iVEyh,1,5,4,4,5,5,5,4,4,5,4,4,5,5,5,4,4,5,5,4,4,5,5,4,5,4,5,4,5,5,5
848,R_d444ZJjn5Qvmx13,8,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4
849,R_d444ZJjn5Qvmx13,4,4,4,4,4,4,4,3,5,3,3,3,3,3,3,3,3,5,3,4,4,3,3,3,3,3,3,2,3,4,4
850,R_d4LgoOYeeBzFDsp,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
852,R_d6J0OzaYUiB0akR,6,5,5,5,5,3,5,3,4,3,5,3,1,4,3,5,5,3,5,5,5,5,2,5,5,4,5,5,5,5,5
854,R_d6xcBjdfFhw7d2J,8,5,5,5,4,5,4,4,3,4,4,3,2,4,3,5,5,3,4,3,5,5,3,5,5,4,5,3,3,3,5
855,R_d6xcBjdfFhw7d2J,4,5,5,4,4,5,4,4,5,4,4,3,2,3,3,4,3,3,4,4,4,4,3,3,4,4,5,3,3,4,4
857,R_d74OvqWIipjvDFz,4,4,5,3,4,4,5,3,3,4,5,4,3,3,4,5,3,3,5,5,2,3,3,3,3,3,2,4,4,3,4
858,R_daSF2fdJPsZfA2x,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,5,3,4,3,4
860,R_dgssef3b45zsjfD,4,4,4,4,4,4,4,3,4,4,4,2,4,3,2,3,3,2,4,4,4,4,4,4,4,4,4,3,3,1,3
861,R_dgssef3b45zsjfD,8,4,4,4,4,4,4,3,3,4,4,4,3,3,2,5,4,3,3,4,4,4,4,4,4,4,4,3,3,2,3
862,R_dj4iWzNLDWBAdAF,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
864,R_djtMX3nSFAVUfPv,4,4,3,4,5,4,5,5,4,4,3,4,4,5,5,4,5,3,4,4,5,5,5,5,5,5,5,3,4,3,4
